method,problem,timeout,seed,known_optimal,all_assigned,feasible,time,utilisation,bandwidth,residency,coresidency,qos,freecycles,solution
local,7,3,-704414621,False,True,True,3.0042200088500977,1.0,1.0,1.0,1.0,0.355,0.15571428571428572,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q20-U17-R:', 'P3'), ('T11-Q1-U1-R:', 'P4'), ('T12-Q100-U66-R:', 'P3'), ('T13-Q65-U39-R:', 'P4'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P1'), ('T16-Q70-U39-R:', 'P1'), ('T17-Q1-U1-R:', 'P1'), ('T18-Q100-U66-R:', 'P2'), ('T19-Q10-U25-R:', 'P1'), ('T2-Q70-U120-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P4'), ('T4-Q100-U59-R:', 'P4'), ('T5-Q1-U1-R:', 'P4'), ('T6-Q100-U66-R:', 'P4'), ('T7-Q65-U39-R:', 'P4'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P2')]"
local,7,6,260017923,False,True,True,6.004085063934326,1.0,1.0,1.0,1.0,0.31999999999999995,0.28,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q20-U17-R:', 'P1'), ('T11-Q1-U1-R:', 'P2'), ('T12-Q20-U19-R:', 'P2'), ('T13-Q65-U39-R:', 'P2'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P2'), ('T16-Q70-U39-R:', 'P3'), ('T17-Q1-U1-R:', 'P3'), ('T18-Q50-U41-R:', 'P4'), ('T19-Q65-U39-R:', 'P3'), ('T2-Q40-U80-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P1'), ('T4-Q100-U59-R:', 'P4'), ('T5-Q1-U1-R:', 'P4'), ('T6-Q100-U66-R:', 'P4'), ('T7-Q100-U50-R:', 'P4'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P3')]"
local,7,9,917841854,False,True,True,9.000308990478516,1.0,1.0,1.0,1.0,0.3375,0.18142857142857144,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q70-U39-R:', 'P1'), ('T11-Q1-U1-R:', 'P2'), ('T12-Q100-U66-R:', 'P3'), ('T13-Q65-U39-R:', 'P2'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P2'), ('T16-Q100-U59-R:', 'P4'), ('T17-Q1-U1-R:', 'P4'), ('T18-Q20-U19-R:', 'P2'), ('T19-Q65-U39-R:', 'P4'), ('T2-Q90-U160-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P1'), ('T4-Q70-U39-R:', 'P1'), ('T5-Q1-U1-R:', 'P4'), ('T6-Q20-U19-R:', 'P4'), ('T7-Q65-U39-R:', 'P4'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P2')]"
local,7,12,137215564,False,True,True,12.003868103027344,1.0,1.0,1.0,1.0,0.3224999999999999,0.21428571428571427,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q100-U59-R:', 'P1'), ('T11-Q1-U1-R:', 'P3'), ('T12-Q20-U19-R:', 'P3'), ('T13-Q10-U25-R:', 'P3'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P1'), ('T16-Q100-U59-R:', 'P4'), ('T17-Q1-U1-R:', 'P2'), ('T18-Q100-U66-R:', 'P4'), ('T19-Q65-U39-R:', 'P2'), ('T2-Q70-U120-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P1'), ('T4-Q20-U17-R:', 'P4'), ('T5-Q1-U1-R:', 'P4'), ('T6-Q50-U41-R:', 'P4'), ('T7-Q100-U50-R:', 'P4'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P4')]"
local,7,15,-428418750,False,True,True,15.000286102294922,1.0,1.0,1.0,1.0,0.33999999999999997,0.2842857142857143,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q70-U39-R:', 'P4'), ('T11-Q1-U1-R:', 'P1'), ('T12-Q20-U19-R:', 'P3'), ('T13-Q100-U50-R:', 'P1'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P3'), ('T16-Q100-U59-R:', 'P3'), ('T17-Q1-U1-R:', 'P2'), ('T18-Q20-U19-R:', 'P2'), ('T19-Q100-U50-R:', 'P2'), ('T2-Q40-U80-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P3'), ('T4-Q70-U39-R:', 'P4'), ('T5-Q1-U1-R:', 'P4'), ('T6-Q50-U41-R:', 'P4'), ('T7-Q100-U50-R:', 'P4'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P4')]"
local,7,18,712177166,False,True,True,18.001353979110718,1.0,1.0,1.0,1.0,0.32749999999999996,0.23857142857142857,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q20-U17-R:', 'P2'), ('T11-Q1-U1-R:', 'P2'), ('T12-Q50-U41-R:', 'P4'), ('T13-Q100-U50-R:', 'P2'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P3'), ('T16-Q100-U59-R:', 'P4'), ('T17-Q1-U1-R:', 'P1'), ('T18-Q100-U66-R:', 'P4'), ('T19-Q100-U50-R:', 'P1'), ('T2-Q70-U120-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P3'), ('T4-Q20-U17-R:', 'P3'), ('T5-Q1-U1-R:', 'P3'), ('T6-Q20-U19-R:', 'P3'), ('T7-Q65-U39-R:', 'P3'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P3')]"
local,7,21,-621647766,False,True,True,21.003293991088867,1.0,1.0,1.0,1.0,0.37499999999999994,0.07285714285714286,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q70-U39-R:', 'P3'), ('T11-Q1-U1-R:', 'P3'), ('T12-Q100-U66-R:', 'P1'), ('T13-Q65-U39-R:', 'P3'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P3'), ('T16-Q100-U59-R:', 'P4'), ('T17-Q1-U1-R:', 'P4'), ('T18-Q100-U66-R:', 'P2'), ('T19-Q65-U39-R:', 'P4'), ('T2-Q100-U200-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P3'), ('T4-Q20-U17-R:', 'P2'), ('T5-Q1-U1-R:', 'P4'), ('T6-Q20-U19-R:', 'P4'), ('T7-Q100-U50-R:', 'P4'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P3')]"
local,7,24,-315203569,False,True,True,23.999116897583008,1.0,1.0,1.0,1.0,0.34499999999999986,0.19285714285714287,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q100-U59-R:', 'P4'), ('T11-Q1-U1-R:', 'P2'), ('T12-Q50-U41-R:', 'P1'), ('T13-Q100-U50-R:', 'P2'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P1'), ('T16-Q70-U39-R:', 'P4'), ('T17-Q1-U1-R:', 'P2'), ('T18-Q100-U66-R:', 'P3'), ('T19-Q10-U25-R:', 'P2'), ('T2-Q40-U80-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P1'), ('T4-Q100-U59-R:', 'P4'), ('T5-Q1-U1-R:', 'P4'), ('T6-Q100-U66-R:', 'P4'), ('T7-Q10-U25-R:', 'P4'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P4')]"
local,7,27,275855470,False,True,True,27.00019407272339,1.0,1.0,1.0,1.0,0.3499999999999999,0.19285714285714287,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q70-U39-R:', 'P1'), ('T11-Q1-U1-R:', 'P2'), ('T12-Q50-U41-R:', 'P4'), ('T13-Q100-U50-R:', 'P2'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P1'), ('T16-Q70-U39-R:', 'P1'), ('T17-Q1-U1-R:', 'P4'), ('T18-Q50-U41-R:', 'P3'), ('T19-Q10-U25-R:', 'P4'), ('T2-Q70-U120-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P3'), ('T4-Q70-U39-R:', 'P3'), ('T5-Q1-U1-R:', 'P4'), ('T6-Q100-U66-R:', 'P4'), ('T7-Q100-U50-R:', 'P4'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P4')]"
local,7,30,280672948,False,True,True,30.00289487838745,1.0,1.0,1.0,1.0,0.3849999999999999,0.07714285714285714,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q20-U17-R:', 'P3'), ('T11-Q1-U1-R:', 'P3'), ('T12-Q50-U41-R:', 'P4'), ('T13-Q100-U50-R:', 'P3'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P1'), ('T16-Q100-U59-R:', 'P1'), ('T17-Q1-U1-R:', 'P2'), ('T18-Q20-U19-R:', 'P2'), ('T19-Q100-U50-R:', 'P2'), ('T2-Q100-U200-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P1'), ('T4-Q70-U39-R:', 'P4'), ('T5-Q1-U1-R:', 'P4'), ('T6-Q100-U66-R:', 'P4'), ('T7-Q100-U50-R:', 'P4'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P2')]"
local,7,3,33418323,False,True,True,3.0048439502716064,1.0,1.0,1.0,1.0,0.2999999999999999,0.12428571428571429,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q100-U59-R:', 'P3'), ('T11-Q1-U1-R:', 'P1'), ('T12-Q50-U41-R:', 'P2'), ('T13-Q100-U50-R:', 'P1'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P3'), ('T16-Q20-U17-R:', 'P3'), ('T17-Q1-U1-R:', 'P1'), ('T18-Q50-U41-R:', 'P4'), ('T19-Q10-U25-R:', 'P1'), ('T2-Q100-U200-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P1'), ('T4-Q100-U59-R:', 'P4'), ('T5-Q1-U1-R:', 'P4'), ('T6-Q50-U41-R:', 'P4'), ('T7-Q10-U25-R:', 'P4'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P4')]"
local,7,6,729510321,False,True,True,6.00465202331543,1.0,1.0,1.0,1.0,0.3424999999999999,0.15,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q20-U17-R:', 'P1'), ('T11-Q1-U1-R:', 'P4'), ('T12-Q20-U19-R:', 'P3'), ('T13-Q10-U25-R:', 'P4'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P4'), ('T16-Q70-U39-R:', 'P3'), ('T17-Q1-U1-R:', 'P4'), ('T18-Q100-U66-R:', 'P4'), ('T19-Q100-U50-R:', 'P4'), ('T2-Q90-U160-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P1'), ('T4-Q100-U59-R:', 'P1'), ('T5-Q1-U1-R:', 'P4'), ('T6-Q100-U66-R:', 'P2'), ('T7-Q65-U39-R:', 'P4'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P2')]"
local,7,9,277242308,False,True,True,9.002422094345093,1.0,1.0,1.0,1.0,0.3775,0.11428571428571428,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q100-U59-R:', 'P2'), ('T11-Q1-U1-R:', 'P4'), ('T12-Q100-U66-R:', 'P4'), ('T13-Q100-U50-R:', 'P4'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P1'), ('T16-Q20-U17-R:', 'P2'), ('T17-Q1-U1-R:', 'P3'), ('T18-Q100-U66-R:', 'P4'), ('T19-Q100-U50-R:', 'P3'), ('T2-Q90-U160-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P1'), ('T4-Q20-U17-R:', 'P1'), ('T5-Q1-U1-R:', 'P4'), ('T6-Q50-U41-R:', 'P1'), ('T7-Q65-U39-R:', 'P4'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P4')]"
local,7,12,-637619425,False,True,True,12.002304077148438,1.0,1.0,1.0,1.0,0.3949999999999999,0.19142857142857142,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q100-U59-R:', 'P4'), ('T11-Q1-U1-R:', 'P1'), ('T12-Q20-U19-R:', 'P3'), ('T13-Q100-U50-R:', 'P1'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P3'), ('T16-Q100-U59-R:', 'P3'), ('T17-Q1-U1-R:', 'P2'), ('T18-Q20-U19-R:', 'P1'), ('T19-Q100-U50-R:', 'P2'), ('T2-Q40-U80-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P3'), ('T4-Q100-U59-R:', 'P4'), ('T5-Q1-U1-R:', 'P4'), ('T6-Q100-U66-R:', 'P4'), ('T7-Q100-U50-R:', 'P4'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P4')]"
local,7,15,-264905736,False,True,True,15.0039381980896,1.0,1.0,1.0,1.0,0.3949999999999999,0.16,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q70-U39-R:', 'P3'), ('T11-Q1-U1-R:', 'P4'), ('T12-Q100-U66-R:', 'P2'), ('T13-Q100-U50-R:', 'P4'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P4'), ('T16-Q70-U39-R:', 'P3'), ('T17-Q1-U1-R:', 'P4'), ('T18-Q20-U19-R:', 'P1'), ('T19-Q100-U50-R:', 'P4'), ('T2-Q70-U120-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P3'), ('T4-Q100-U59-R:', 'P4'), ('T5-Q1-U1-R:', 'P1'), ('T6-Q50-U41-R:', 'P4'), ('T7-Q100-U50-R:', 'P1'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P1')]"
local,7,18,338994084,False,True,True,18.002897024154663,1.0,1.0,1.0,1.0,0.3874999999999999,0.1442857142857143,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q100-U59-R:', 'P2'), ('T11-Q1-U1-R:', 'P1'), ('T12-Q50-U41-R:', 'P4'), ('T13-Q10-U25-R:', 'P1'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P3'), ('T16-Q100-U59-R:', 'P4'), ('T17-Q1-U1-R:', 'P1'), ('T18-Q100-U66-R:', 'P3'), ('T19-Q100-U50-R:', 'P1'), ('T2-Q40-U80-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P4'), ('T4-Q100-U59-R:', 'P4'), ('T5-Q1-U1-R:', 'P4'), ('T6-Q100-U66-R:', 'P4'), ('T7-Q65-U39-R:', 'P4'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P4')]"
local,7,21,489135107,False,True,True,20.999171018600464,1.0,1.0,1.0,1.0,0.37249999999999994,0.1442857142857143,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q70-U39-R:', 'P3'), ('T11-Q1-U1-R:', 'P3'), ('T12-Q100-U66-R:', 'P2'), ('T13-Q10-U25-R:', 'P3'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P2'), ('T16-Q70-U39-R:', 'P4'), ('T17-Q1-U1-R:', 'P1'), ('T18-Q100-U66-R:', 'P4'), ('T19-Q100-U50-R:', 'P1'), ('T2-Q70-U120-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P4'), ('T4-Q100-U59-R:', 'P4'), ('T5-Q1-U1-R:', 'P4'), ('T6-Q50-U41-R:', 'P4'), ('T7-Q65-U39-R:', 'P4'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P4')]"
local,7,24,-884658384,False,True,True,23.99942898750305,1.0,1.0,1.0,1.0,0.3924999999999999,0.14,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q20-U17-R:', 'P1'), ('T11-Q1-U1-R:', 'P1'), ('T12-Q100-U66-R:', 'P2'), ('T13-Q100-U50-R:', 'P1'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P3'), ('T16-Q70-U39-R:', 'P4'), ('T17-Q1-U1-R:', 'P3'), ('T18-Q50-U41-R:', 'P3'), ('T19-Q65-U39-R:', 'P3'), ('T2-Q70-U120-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P2'), ('T4-Q100-U59-R:', 'P4'), ('T5-Q1-U1-R:', 'P4'), ('T6-Q100-U66-R:', 'P4'), ('T7-Q100-U50-R:', 'P4'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P4')]"
local,7,27,858618247,False,True,True,26.999871969223022,1.0,1.0,1.0,1.0,0.38999999999999996,0.16,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q100-U59-R:', 'P4'), ('T11-Q1-U1-R:', 'P2'), ('T12-Q100-U66-R:', 'P3'), ('T13-Q100-U50-R:', 'P2'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P4'), ('T16-Q100-U59-R:', 'P4'), ('T17-Q1-U1-R:', 'P1'), ('T18-Q50-U41-R:', 'P1'), ('T19-Q65-U39-R:', 'P1'), ('T2-Q40-U80-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P3'), ('T4-Q100-U59-R:', 'P4'), ('T5-Q1-U1-R:', 'P4'), ('T6-Q50-U41-R:', 'P4'), ('T7-Q65-U39-R:', 'P4'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P4')]"
local,7,30,-502557602,False,True,True,29.998142957687378,1.0,1.0,1.0,1.0,0.35999999999999993,0.18,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q20-U17-R:', 'P2'), ('T11-Q1-U1-R:', 'P1'), ('T12-Q100-U66-R:', 'P4'), ('T13-Q65-U39-R:', 'P1'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P2'), ('T16-Q20-U17-R:', 'P3'), ('T17-Q1-U1-R:', 'P4'), ('T18-Q100-U66-R:', 'P2'), ('T19-Q65-U39-R:', 'P4'), ('T2-Q70-U120-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P3'), ('T4-Q70-U39-R:', 'P4'), ('T5-Q1-U1-R:', 'P4'), ('T6-Q100-U66-R:', 'P3'), ('T7-Q100-U50-R:', 'P4'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P4')]"
local,7,3,-277597903,False,True,True,3.0027780532836914,1.0,1.0,1.0,1.0,0.2799999999999999,0.18428571428571427,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q70-U39-R:', 'P1'), ('T11-Q1-U1-R:', 'P3'), ('T12-Q50-U41-R:', 'P2'), ('T13-Q100-U50-R:', 'P3'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P2'), ('T16-Q70-U39-R:', 'P2'), ('T17-Q1-U1-R:', 'P3'), ('T18-Q20-U19-R:', 'P1'), ('T19-Q10-U25-R:', 'P3'), ('T2-Q100-U200-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P1'), ('T4-Q100-U59-R:', 'P4'), ('T5-Q1-U1-R:', 'P4'), ('T6-Q20-U19-R:', 'P1'), ('T7-Q10-U25-R:', 'P4'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P1')]"
local,7,6,-617972172,False,True,True,6.001041889190674,1.0,1.0,1.0,1.0,0.3475,0.2571428571428571,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q70-U39-R:', 'P4'), ('T11-Q1-U1-R:', 'P3'), ('T12-Q100-U66-R:', 'P4'), ('T13-Q100-U50-R:', 'P3'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P2'), ('T16-Q70-U39-R:', 'P2'), ('T17-Q1-U1-R:', 'P4'), ('T18-Q100-U66-R:', 'P1'), ('T19-Q100-U50-R:', 'P4'), ('T2-Q40-U80-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P2'), ('T4-Q20-U17-R:', 'P4'), ('T5-Q1-U1-R:', 'P4'), ('T6-Q20-U19-R:', 'P4'), ('T7-Q65-U39-R:', 'P4'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P3')]"
local,7,9,975667212,False,True,True,9.00066089630127,1.0,1.0,1.0,1.0,0.3175,0.18857142857142858,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q100-U59-R:', 'P3'), ('T11-Q1-U1-R:', 'P2'), ('T12-Q100-U66-R:', 'P4'), ('T13-Q10-U25-R:', 'P2'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P2'), ('T16-Q20-U17-R:', 'P4'), ('T17-Q1-U1-R:', 'P1'), ('T18-Q20-U19-R:', 'P3'), ('T19-Q100-U50-R:', 'P1'), ('T2-Q90-U160-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P2'), ('T4-Q100-U59-R:', 'P4'), ('T5-Q1-U1-R:', 'P2'), ('T6-Q20-U19-R:', 'P4'), ('T7-Q65-U39-R:', 'P2'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P2')]"
local,7,12,633081741,False,True,True,12.00423288345337,1.0,1.0,1.0,1.0,0.38749999999999996,0.11142857142857143,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q70-U39-R:', 'P2'), ('T11-Q1-U1-R:', 'P4'), ('T12-Q50-U41-R:', 'P1'), ('T13-Q100-U50-R:', 'P4'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P1'), ('T16-Q70-U39-R:', 'P4'), ('T17-Q1-U1-R:', 'P2'), ('T18-Q100-U66-R:', 'P3'), ('T19-Q65-U39-R:', 'P2'), ('T2-Q90-U160-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P1'), ('T4-Q20-U17-R:', 'P4'), ('T5-Q1-U1-R:', 'P4'), ('T6-Q100-U66-R:', 'P4'), ('T7-Q100-U50-R:', 'P4'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P4')]"
local,7,15,-73499608,False,True,True,15.003947019577026,1.0,1.0,1.0,1.0,0.34749999999999986,0.1757142857142857,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q100-U59-R:', 'P2'), ('T11-Q1-U1-R:', 'P1'), ('T12-Q50-U41-R:', 'P3'), ('T13-Q10-U25-R:', 'P1'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P2'), ('T16-Q70-U39-R:', 'P1'), ('T17-Q1-U1-R:', 'P3'), ('T18-Q100-U66-R:', 'P4'), ('T19-Q65-U39-R:', 'P3'), ('T2-Q70-U120-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P1'), ('T4-Q20-U17-R:', 'P2'), ('T5-Q1-U1-R:', 'P4'), ('T6-Q100-U66-R:', 'P4'), ('T7-Q100-U50-R:', 'P4'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P4')]"
local,7,18,636251758,False,True,True,18.00379705429077,1.0,1.0,1.0,1.0,0.41,0.13142857142857142,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q70-U39-R:', 'P1'), ('T11-Q1-U1-R:', 'P4'), ('T12-Q100-U66-R:', 'P4'), ('T13-Q100-U50-R:', 'P4'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P4'), ('T16-Q100-U59-R:', 'P2'), ('T17-Q1-U1-R:', 'P3'), ('T18-Q20-U19-R:', 'P1'), ('T19-Q100-U50-R:', 'P3'), ('T2-Q70-U120-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P2'), ('T4-Q100-U59-R:', 'P4'), ('T5-Q1-U1-R:', 'P4'), ('T6-Q50-U41-R:', 'P4'), ('T7-Q100-U50-R:', 'P4'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P4')]"
local,7,21,-733779807,False,True,True,21.00348210334778,1.0,1.0,1.0,1.0,0.37249999999999994,0.09,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q100-U59-R:', 'P4'), ('T11-Q1-U1-R:', 'P4'), ('T12-Q100-U66-R:', 'P2'), ('T13-Q65-U39-R:', 'P4'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P2'), ('T16-Q20-U17-R:', 'P4'), ('T17-Q1-U1-R:', 'P4'), ('T18-Q100-U66-R:', 'P1'), ('T19-Q100-U50-R:', 'P4'), ('T2-Q90-U160-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P1'), ('T4-Q100-U59-R:', 'P4'), ('T5-Q1-U1-R:', 'P3'), ('T6-Q50-U41-R:', 'P3'), ('T7-Q10-U25-R:', 'P3'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P2')]"
local,7,24,643354862,False,True,True,23.99907684326172,1.0,1.0,1.0,1.0,0.35999999999999993,0.18428571428571427,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q70-U39-R:', 'P4'), ('T11-Q1-U1-R:', 'P1'), ('T12-Q50-U41-R:', 'P2'), ('T13-Q65-U39-R:', 'P1'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P2'), ('T16-Q70-U39-R:', 'P4'), ('T17-Q1-U1-R:', 'P2'), ('T18-Q100-U66-R:', 'P3'), ('T19-Q65-U39-R:', 'P2'), ('T2-Q70-U120-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P2'), ('T4-Q20-U17-R:', 'P1'), ('T5-Q1-U1-R:', 'P4'), ('T6-Q100-U66-R:', 'P4'), ('T7-Q100-U50-R:', 'P4'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P4')]"
